DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,99.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, Nurse/midwife, Nurse's aide)",,Thailand Multiple Indicator Cluster Survey 2019; Survey Findings Report. Bangkok: National Statistical Office of Thailand; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2020,83.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Food and Nutrition Survey 2020,,,EOF: End of fieldwork,,2003-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2019,88.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey 2019,,,EOF: End of fieldwork,,2012-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,98.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, Nurse/midwife, Health officer, Community nurse)",,Tonga Multiple Indicator Cluster Survey 2019; Survey Findings Report. Nuku'alofa: Tonga Statistics Department; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,84.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey 2018,,,EOF: End of fieldwork,,2006-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Institut National de la Statistique; UNICEF. Enquête par grappes à indicateurs multiples (MICS) 2018; Rapport Final. Tunisie: Le Ministère du Développement de l'Investissement et de la Coopération Internationale (MDICI); 2019 (in French).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2019,97.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey; 2019. Survey Report. Ashgabat; Turkmenistan; State Committee for Statistics of Turkmenistan and UNICEF.,,,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, Nurse/midwife, Feldsher)",,2019 Turkmenistan Multiple Indicator Cluster Survey. Survey Findings Report. Ashgabat: State Committee for Statistics of Turkmenistan; UNICEF; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2020,93.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey 2019-2020,,,EOF: End of fieldwork,,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Department of Statistics. 2021. Turks & Caicos Islands Multiple Indicator Cluster Survey 2019-2020; Survey Findings Report. Grand Turk; Turks & Caicos Islands: Department of Statistics.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUV: Tuvalu,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2020,60.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey 2019-2020,,,EOF: End of fieldwork,,2007-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUV: Tuvalu,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,99.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Medical doctor (67.1), nurse/midwife (31.9), auxilliary midwife (0.5))",,Central Statistics Division. 2021. Tuvalu Multiple Indicator Cluster Survey 2019–2020; Survey Findings Report. Funafuti; Tuvalu: Central Statistics Division.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,89.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Turkey Demographic and Health Survey 2018. Hacettepe University Institute of Population Studies; T.R. Presidency of Turkey Directorate of Strategy and Budget and TÜBİTAK; Ankara; Turkey.,,,EOF: End of fieldwork,,2003-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Turkey Demographic and Health Survey 2018. Hacettepe University Institute of Population Studies; T.R. Presidency of Turkey Directorate of Strategy and Budget and TÜBİTAK; Ankara; Turkey.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2003-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,97,0: Units,PCNT: %,RP: Reported,F: Free,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,,Sağlık İstatistikleri Yıllığı 2019 Haber Bülteni. [Health Statistics Yearbook 2019 Newsletter]. Ankara: Ministry of Health [Turkey]; 2020 (in Turkish).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2003-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UGA: Uganda,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,56.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Uganda Malaria Indicator Survey 2018-19. Kampala; Uganda; and Rockville; Maryland; USA: NMCD; UBOS; and ICF.,,,EOF: End of fieldwork,,2001-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARE: United Arab Emirates,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,,UAE National health survey report 2017-2018. Dubai: Statistics & Research Centre; Ministry of Health & Prevention [United Arab Emirates]; 2018.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2004-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,USA: United States,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Martin JA; Hamilton BE; Osterman MJK; Driscoll AK. Births: Final Data for 2018. National Vital Statistics Reports; vol 68; no 13. Supplemental tables. Table I-4. Hyattsville; MD: National Center for Health Statistics; 2019.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,USA: United States,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,99,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Martin JA; Hamilton BE; Osterman MJK; Driscoll AK. Births: Final Data for 2019. National Vital Statistics Reports; vol 70 no 2. Hyattsville; MD: National Center for Health Statistics; 2021.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,USA: United States,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,99.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Martin JA; Hamilton BE; Osterman MJK; Driscoll AK. Births: Final Data for 2020. National Vital Statistics Reports; vol 70 no 17. Hyattsville; MD: National Center for Health Statistics; 2022. (Table I-4 available from: https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17-tables.pdf.),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,URY: Uruguay,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2020,96.8,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Sistema de Información Perinatal,"Data downloaded from United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,EOF: End of fieldwork,,2007-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,URY: Uruguay,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,URY: Uruguay,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,URY: Uruguay,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2022,89.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Multiple Indicator Cluster Survey 2021-2022,,,EOF: End of fieldwork,,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Obstetrician, gynecologist, midwife, employee in medical organization that have passed knowledge testing)",,Country consultation 2019. The global goals. 3.1.2 - Proportion of births attended by skilled health personnel [website]. Uzbekistan; 2019 (http://nsdg.stat.uz/en/databanks/indicator-table?id=3.1.2; accessed 12 February 2020).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,The State Сommittee of Republic Uzbekistan on statistics 2021. The global goals. 3.1.2 - Proportion of births attended by skilled health personnel [website]. Uzbekistan; 2021 (http://nsdg.stat.uz/en/databanks/indicator-table?id=3.1.2; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,100,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,The State Сommittee of Republic Uzbekistan on statistics 2021. The global goals. 3.1.2 - Proportion of births attended by skilled health personnel [website]. Uzbekistan; 2021 (http://nsdg.stat.uz/en/databanks/indicator-table?id=3.1.2; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2022,99,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,State Committee of the Republic of Uzbekistan on Statistics and United Nations Children's Fund (UNICEF). 2022.2021-2022 Uzbekistan Multiple Indicator Cluster Survey; Survey Findings Report. Republic of Uzbekistan;Tashkent: State Committee of the Republic of Uzbekistan on Statistics and United Nations Children's Fund(UNICEF).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VEN: Venezuela (Bolivarian Republic of),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,98.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2018,Y15T49: 15 to 49 years old
